"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
444,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210228073629741_photo_wPum8leC5MTO.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210228073629741_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073629799_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073629856_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073629911_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073629963_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073630012_photo_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073639293_menu_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073639343_menu_wPum8leC5MTO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228073639343_menu_wPum8leC5MTO.jpg,","소나무","한우소갈비살1인분/된장찌개/물냉면/비빔냉면/소주/한우특수부위 100g/","17,000원/5,000원/5,000원/5,000원/4,000원/16,000원/","서민적인, 저녁식사","매일","오후 3시 - 오후 11시","서울특별시 성동구 행당동 292-7","02-2292-2222","2019숨은맛집, 술모임",0,0,0,0,0
445,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210822121159_photo1_8e68deea3142.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210822121159_photo1_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210822121159_photo2_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210822121159_photo3_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210822121203_menu1_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820103912_photo1_3ee21cc59710.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820103912_photo2_3ee21cc59710.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820103912_photo3_3ee21cc59710.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820103914_menu1_3ee21cc59710.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820103914_menu1_3ee21cc59710.jpg,","엽기꼼닭발","뼈없는 닭발/뼈있는 닭발/계란말이/누룽지탕/수란탕/얼큰라면/콩나물밥/주먹밥/","13,000원/12,000원/8,000원/5,000원/4,000원/4,000원/3,000원/3,000원/","서민적인, 저녁식사, 배달","월-금,토","오후 3시 30분 - 오후 11시","서울특별시 성동구 도선동 50","02-2299-3838","수요미식회, 술모임",0,0,0,0,0
493,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210705122743032_photo_2f50fd31593a.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210705122743032_photo_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210705122741254_photo_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210705122742175_photo_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210705122740314_photo_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210705122739230_photo_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210908141908_photo5_4Spd3XLmpqXf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210705122807139_menu_2f50fd31593a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210908141909_photo7_4Spd3XLmpqXf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210908141909_photo7_4Spd3XLmpqXf.jpg,","깔리","런치 2인세트/깔리 A세트/스페셜 VIP B세트/카스/카프리/버드와이저/호가든/하이네켄/레페브라운/아사히/맥도웰 넘버원 위스키 750ml/맥도웰 넘버원 위스키 온더락 1잔/올드 몽크 럼주 7년산 750ml/새우 커리/새우 마카니/새우 코르마/새우 도 피아자/새우 사그왈라/새우 빈달루/양고기 커리/양고기 코르마/양고기 마살라/양고기 도 피아자/양고기 빈달루/양고기 사그왈라/","18,000원/26,000원/36,000원/4,000원/4,000원/4,000원/5,000원/5,000원/5,000원/6,000원/50,000원/4,000원/50,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/12,000원/","이국적/이색적, 점심식사, 저녁식사, 제로페이, 배달","화,수,목,금,토/일","오전 11시 30분 - 오후 9시 30분 (평일 (20:30 라스트 오더) / 주말 & 공휴일 (20:50 라스트 오더))","서울특별시 종로구 명륜4가 170-3 2층","02-747-5050","데이트",0,0,0,0,0
494,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201027031222_photo1_e4cbb8f76f70.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201027031222_photo1_e4cbb8f76f70.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201027031222_photo2_e4cbb8f76f70.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200905081703774_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200905081703935_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200903083349013_photo_4e25a1bf375c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200903083350020_photo_4e25a1bf375c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200903083400220_menu_4e25a1bf375c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200820180821_photo1_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200820180821_photo1_Bi8rFB0wZ5Ro.jpg,","핏제리아오 본점","오핏자/스텔라핏자/마르게리따 엑스트라 핏자/랍스타핏자/콰트로풍기핏자/고르곤졸라핏자/감베레띠핏자/빠따떼/마르게리따핏자/까프리쵸사/콰트로살라미핏자/비스마르크핏자/부팔리나D.O.C/살시치아/콰트로포르마지/디아볼라/메트로피자/돌체핏자/까르보나라/감베리 로제 크라마/알리오올리오/해산물파스타/포모도로 콘 부팔라/아라비아따/리코타샐러드/시저샐러드/루꼴라 파르미지아노/포르마지/아란치니/깔라마리/","19,500원/29,000원/19,500원/39,000원/19,300원/17,900원/22,000원/16,800원/12,000원/19,800원/19,600원/15,900원/22,000원/19,500원/18,700원/17,800원/89,000원/8800~16000/19,500원/19,500원/19,500원/22,000원/19,500원/19,500원/14,900원/14,900원/15,500원/15,900원/14,700원/14,900원/","깔끔한, 점심식사, 저녁식사, 발렛파킹, 배달","월-금","오전 11시 30분 - 오후 10시 (연중무휴/브레이크타임없음/라스트오더 21시30분)","서울특별시 종로구 동숭동 31-19","02-3673-5005","데이트",0,0,0,0,0
495,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210714025206_photo1_7ec459740b53.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210714025206_photo1_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025206_photo2_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025206_photo3_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025206_photo4_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025206_photo5_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025206_photo6_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210714025208_menu1_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210427114258625_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210427114258625_photo_.jpg,","순대실록","전통 순댓국(보)/순대스테이크/순대볶음/곱창볶음/순대 전골/뼈 전골/소순대/순댓국정식/도토리묵 무침/순대반 수육반(중)/수육(중)/오징어순대/살코기 순댓국/우거지 감자탕/콩나물해장국/술국/시래기 순댓국/전통순대 (소)/소고기 순대스테이크/순대쭈꾸미볶음/편육/청양 순댓국/흑임자 순댓국/묵밥/도야지순대/전통 순댓국(특)/전통순대 (대)/수육 (대)/순대반 수육반 (대)/","9,000원/14,000원/27,000원/27,000원/27,000원/30,000원/13,000원/10,000원/25,000원/20,000원/16,000원/9,000원/9,000원/7,000원/18,000원/10,000원/9,000원/18,000원/32,000원/8,000원/9,000원/9,000원/8,000원/11,000원/11,000원/20,000원/27,000원/32,000원/","서민적인, 24시간영업, 점심식사, 저녁식사, 발렛파킹, 배달","매일","오전 7시 - 자정 12시","서울특별시 종로구 동숭동 1-41","02-742-5338","술모임",0,0,0,0,0
464,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200127120307317_photo_d8e10940d005.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200127120307317_photo_d8e10940d005.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200127120307664_photo_d8e10940d005.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200127120307927_photo_d8e10940d005.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200127120324574_menu_d8e10940d005.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190709162704_photo1_26b151aebb34.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190709162704_photo2_26b151aebb34.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190709162704_photo3_26b151aebb34.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190709162704_photo4_26b151aebb34.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190709162704_photo4_26b151aebb34.jpg,","무명칼국수","해물칼국수/닭칼국수/왕만두/","7,000원/7,000원/7,000원/","서민적인, 점심식사, 저녁식사, 주차","매일","오전 11시 - 오후 9시 (첫째, 셋째 월요일 휴무)","서울특별시 노원구 월계1동 68-79","02-941-7776","가족외식",0,0,0,0,0
465,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/f101ed22d51566a96aaa558f447140e32d4d1a9752105b0f421ddcc91e2a9ee5.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/f101ed22d51566a96aaa558f447140e32d4d1a9752105b0f421ddcc91e2a9ee5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/200_200_fe58ab59ba59824825552a1855ffafd6c36b41150c0e376444dde75a3effdb3c.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57947/52249/57947_52249_80_0_2238_20148717334157_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50287/59622/50287_59622_77_0_5353_201412231987421_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50042/50579/50042_50579_85_0_7180_201561111821957_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50883/54862/50883_54862_89_0_9051_2015102495635827_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58555/53433/58555_53433_85_0_9403_20141113143212898_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50748/52116/50748_52116_86_5_6341_201487125525428_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50748/52116/50748_52116_86_5_6341_201487125525428_200x200.jpg,","남해바다마차","돌멍게/긴꼬리벵에돔/성게알/홍가리비/참소라/돌문어숙회/가리비찜/우니/","30,000원/80,000원/40,000원/25,000원/30,000원/25,000원/30,000원/45,000원/","숨은맛집, 저녁식사","월-금,토","오후 4시 - 오후 10시","서울특별시 성북구 석관동 133-62","02-966-5036","모임",0,0,0,0,0
466,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210121024525868_photo_0f332304a44e.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210121024525868_photo_0f332304a44e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210121024526344_photo_0f332304a44e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190801073727_photo1_74d623dae6a3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190801073727_photo2_74d623dae6a3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180421085225_photo1_d0d6fc342ac0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180421085227_menu1_d0d6fc342ac0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180421085227_menu2_d0d6fc342ac0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180127043153_photo1_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180127043153_photo1_M4jOREH07vzu.jpg,","창신동매운족발 석계점","매운왕족발(대)/매운왕족발(중)/반반족발(대)/반반족발(중)/매운미니족발(대)/매운미니족발(중)/영양족발(대)/영양족발(중)/","30,000원/27,000원/30,000원/27,000원/25,000원/20,000원/30,000원/27,000원/","시끌벅적한, 저녁식사","매일","오후 2시 - 오전 1시","서울특별시 성북구 석관동 131-10","02-959-8033","야식",0,0,0,0,0
467,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200926015234361_photo_f6dc1796f9a2.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200926015234361_photo_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200926015234925_photo_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200610104522854_photo_uyMobOuKLxOg.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200610104523094_photo_uyMobOuKLxOg.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200610104523334_photo_uyMobOuKLxOg.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200326092105427_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200326092105763_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190223122818_photo1_14cS89ys3iDQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190223122818_photo1_14cS89ys3iDQ.jpg,","연어시장","생연어 무한1인/생연어+참치 무한1인/간장새우(12ps)/불라면/생연어덮밥/사누끼우동/","15,900원/16,900원/10,000원/4,000원/7,000원/5,000원/","서민적인, 저녁식사","월-금","오후 2시 - 자정 12시 30분 (월~토 정상 영업)","서울특별시 노원구 월계동 63-5","02-910-9540","술모임",0,0,0,0,0
468,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200725125419_photo1_FzYHfCybclvu.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200725125419_photo1_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125419_photo2_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125419_photo3_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125424_menu1_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125424_menu2_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125424_menu3_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725125424_menu4_FzYHfCybclvu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200203082055_photo1_b1b07404e8b4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200203082055_photo1_b1b07404e8b4.jpg,","스시쟁이","우동정식 (초밥7pcs+반우동)/모밀정식(초밥7pcs+반모밀)/회덮밥정식(미니회덮밥,반우동)/커플특선(초밥14pcs+반우동+반회덮밥)/스시커플세트(샐러드,연어전체,초밥16pcs,튀김,야끼우동or크림야끼우동or메밀or우동or알밥 택2)/쟁이커플세트(샐러드,연어전체,사시미,초밥16pcs,튀김,야끼우동or크림야끼우동or메밀or우동or알밥 택2)/꽃등심초밥 12pcs/","7,000원/7,000원/8,000원/19,000원/28,000원/38,000원/17,000원/","지역주민이찾는","우동정식 (초밥7pcs+반우동)","7,000원","서울특별시 노원구 월계동 64-7","02-913-1135","술모임",0,0,0,0,0
469,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210920035145551_photo_jBCom9Daurg9.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210920035145551_photo_jBCom9Daurg9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210920035145774_photo_jBCom9Daurg9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200529214354_photo1_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200529214354_photo2_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200529214354_photo3_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200529214358_menu1_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200529214358_menu2_Bi8rFB0wZ5Ro.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190410111025_photo1_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190410111025_photo1_M4jOREH07vzu.jpg,","원조마포소금구이","등심/안창살/차돌박이/갈비살/살치살/소고기모듬/우설/항정살/갈매기살/목살/돼지왕갈비/삼겹살/T모듬/영양돌솥밥정식 - 제육볶음/영양돌솥밥정식 - 소불고기/콩나물돌솥비빔밥/된장찌개/갈비탕/불고기정식/콩나물해장국/사골김치찌개/얼큰순두부/열무냉면/비빔냉면/물냉면/열무국수/잔치국수 대/잔치국수 소/공기밥/","36,000원/26,000원/26,000원/23,000원/23,000원/23,000원/30,000원/16,000원/16,000원/16,000원/13,000원/14,000원/14,000원/10,000원/12,000원/6,000원/6,000원/7,000원/8,000원/6,000원/7,000원/6,000원/5,000원/5,000원/5,000원/5,000원/4,000원/3,000원/1,000원/","시끌벅적한, 점심식사, 저녁식사, 무료주차","매일","오전 11시 - 오후 11시","서울특별시 성북구 석관동 168-4","02-969-8292","가족외식",0,0,0,0,0
470,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190826064202419_photo_3c5b4bfc64ec.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190826064202419_photo_3c5b4bfc64ec.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190826064203937_photo_3c5b4bfc64ec.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190826064211217_menu_3c5b4bfc64ec.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618025958_photo1_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618025958_photo2_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618025958_photo3_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618025958_photo4_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618030002_menu1_M4jOREH07vzu.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190618030002_menu1_M4jOREH07vzu.jpg,","해남집","생삼겹살/생목살/대패삼겹살/차돌박이(한우)/소고기등심 한우/소갈비살/돼지매운갈비찜/쭈꾸미삼겹살볶음/대구뽈탕/곱창전골/닭볶음탕/김치찌개/동태찌개/잔치국수/동치미국수/","13,000원/8,000원/22,000원/35,000원/17,000원/27,000원/10,000원/20000~30000/33,000원/27,000원/7,000원/15,000원/4,000원/","지역주민이찾는, 저녁식사","월-금,토","오후 5시 - 오전 2시","서울특별시 성북구 석관동 131-51","02-960-4346","식사모임",0,0,0,0,0
471,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210319024459638_photo_5f0671f2e657.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210319024459638_photo_5f0671f2e657.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319024459928_photo_5f0671f2e657.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319024500199_photo_5f0671f2e657.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319024500501_photo_5f0671f2e657.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319024515520_menu_5f0671f2e657.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128041801652_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128041802030_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128041809319_menu_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128041809319_menu_7e931ac0bfcf.jpg,","제일분식","떡볶이/잡채/오뎅/튀김/순대/맛탕/김밥/쫄면/냉면/국수/라면/우동/팥빙수/계란/","2,000원/2,500원/2,000원/2,000원/2,000원/2,000원/2,000원/4,000원/4,000원/3,000원/3,000원/2,500원/2,500원/500원/","서민적인, 점심식사, 저녁식사","월-금","오전 9시 - 오후 9시","서울특별시 강북구 미아동 60-5 숭인시장 내","02-985-7333","간식",0,0,0,0,0
472,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210903030531_photo1_2be0efcb435d.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210903030531_photo1_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030531_photo2_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030531_photo3_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030531_photo4_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030533_menu1_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030533_menu2_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210903030533_menu3_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210220035659045_photo_1448c509a8e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210220035659045_photo_1448c509a8e6.jpg,","삼덕식당","숙성 통삼겹 국산(180g)/숙성 통목살 국산(180g)/숙성 항정살 국산(150g)/항정 껍데기 국산(150g)/마성 차돌박이(150g) 미국산/숙성 꽃등심(180g) 미국산/꽃등심 한근(600g)/임실 치즈구이/후식 된장찌개/차돌볶음밥/된장술밥/눈꽃치즈계란찜/양푼이 김치찌개/차돌 된장찌개/생고기 두루치기/육회 비빔밥/","13,000원/13,000원/14,000원/11,000원/12,000원/15,000원/45,000원/10,000원/2,000원/5,000원/5,000원/5,000원/7,000원/7,000원/7,000원/7,000원/","서민적인, 점심식사, 저녁식사","매일","오전 11시 - 오후 10시 (설날/추석 당일휴무)","서울특별시 강북구 미아동 54-211","02-988-1019","식사모임",0,0,0,0,0
473,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191102104739_photo1_c175137efa0e.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191102104739_photo1_c175137efa0e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191102104739_photo2_c175137efa0e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191102104739_photo3_c175137efa0e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191004123223915_photo_2c2906c7be9f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191004123224202_photo_2c2906c7be9f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191004123245993_menu_2c2906c7be9f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/200_200_6b4d8370063bb854433674780609bb627e37482cf61a74edc0275e9b7d956b45.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/200_200_899ba7cc13ced448dbb1250871e3f4ca22da0cc974b92472208593b089adf6c9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/200_200_899ba7cc13ced448dbb1250871e3f4ca22da0cc974b92472208593b089adf6c9.jpg,","대머리곱창","막창구이/야채곱창 1인/오징어곱창/순대곱창/생삼겹살/","11,000원/10,000원/11,000원/10,000원/12,000원/","서민적인","매일","오후 3시 - 정오 12시 30분 (명절 휴무)","서울시 강북구 미아동 465-45","02-985-7002","술모임",0,0,0,0,0
